Unnamed: 0,formula_id,category,token_range,token_count,latex_formula,url,modality,transcription_text,ssml_text,survey_id,item_order,formula_row,respondent_id,annotation,formula_match,difficult_parts,pauses_helpful,emphasis_helpful,speech_rate_helpful,explanatory_info_helpful,timestamp,sounded clear,pronounced the words correctly,sounded natural,was comfortable to listen to throughout the survey,sounded like a real teacher,Gender,Age Group,Nationality,Highest Educational Degree,Which area best describes your field of study?,Mathematical Background,English Proficiency,Device Used to Complete the Survey,Audio Equipment used,audio_duration_sec
11,"https://en.wikipedia.org/wiki/Bayesian_game|{\displaystyle S_{i}=\{s_{i}\colon T_{i}\rightarrow A_{i}\mid (s_{i}(t_{i}),t_{i})\in C_{i},\forall t_{i}\}.}",Economics,31-40,35,"{\displaystyle S_{i}=\{s_{i}\colon T_{i}\rightarrow A_{i}\mid (s_{i}(t_{i}),t_{i})\in C_{i},\forall t_{i}\}.}",https://en.wikipedia.org/wiki/Bayesian_game,standard,"Capital S subscript i, equals, open curly brace, s subscript i, colon, capital T subscript i, right arrow, capital A subscript i, vertical bar, for all t subscript i, comma, open parenthesis, s subscript i, open parenthesis, t subscript i, close parenthesis, comma, t subscript i, close parenthesis, is in capital C subscript i, close curly brace","<prosody rate=""slow"">Capital S subscript i, equals,<break time=""300ms""/> open curly brace,<break time=""250ms""/> <emphasis>s subscript i</emphasis>, colon,<break time=""200ms""/> capital T subscript i, right arrow, capital A subscript i,<break time=""250ms""/> vertical bar,<break time=""250ms""/> for all t subscript i, comma,<break time=""250ms""/> open parenthesis,<break time=""150ms""/> s subscript i, open parenthesis, t subscript i, close parenthesis,<break time=""150ms""/> comma,<break time=""150ms""/> t subscript i, close parenthesis,<break time=""250ms""/> is in capital C subscript i,<break time=""200ms""/> close curly brace</prosody>",2,5,12,study2_r2,12A,3,"Brackets and grouping (e.g. ""(..)"" or ""{..}"");Mathematical symbols and operators (e.g. ""+"", ""-"", sum or integral)",3,4,3,,2026/07/01 12:42:36 PM OESZ,3,4,2,3,2,Male,25-34,Germany,Master's Degree (or comparable university degree),Computer Science,"Advanced university mathematics (proofs, abstract algebra, advanced calculus, etc.)",Advanced (C1),Laptop,Headphones,34.29866666666667
11,"https://en.wikipedia.org/wiki/Bayesian_game|{\displaystyle S_{i}=\{s_{i}\colon T_{i}\rightarrow A_{i}\mid (s_{i}(t_{i}),t_{i})\in C_{i},\forall t_{i}\}.}",Economics,31-40,35,"{\displaystyle S_{i}=\{s_{i}\colon T_{i}\rightarrow A_{i}\mid (s_{i}(t_{i}),t_{i})\in C_{i},\forall t_{i}\}.}",https://en.wikipedia.org/wiki/Bayesian_game,standard,"Capital S subscript i, equals, open curly brace, s subscript i, colon, capital T subscript i, right arrow, capital A subscript i, vertical bar, for all t subscript i, comma, open parenthesis, s subscript i, open parenthesis, t subscript i, close parenthesis, comma, t subscript i, close parenthesis, is in capital C subscript i, close curly brace","<prosody rate=""slow"">Capital S subscript i, equals,<break time=""300ms""/> open curly brace,<break time=""250ms""/> <emphasis>s subscript i</emphasis>, colon,<break time=""200ms""/> capital T subscript i, right arrow, capital A subscript i,<break time=""250ms""/> vertical bar,<break time=""250ms""/> for all t subscript i, comma,<break time=""250ms""/> open parenthesis,<break time=""150ms""/> s subscript i, open parenthesis, t subscript i, close parenthesis,<break time=""150ms""/> comma,<break time=""150ms""/> t subscript i, close parenthesis,<break time=""250ms""/> is in capital C subscript i,<break time=""200ms""/> close curly brace</prosody>",2,5,12,study2_r3,12A,3,"Subscripts and indices;Mathematical symbols and operators (e.g. ""+"", ""-"", sum or integral)",3,4,2,,2026/07/04 3:24:07 PM OESZ,4,5,4,4,2,Male,35-44,Germany,Master's Degree (or comparable university degree),Computer Science,"Advanced university mathematics (proofs, abstract algebra, advanced calculus, etc.)",Advanced (C1),Smartphone,Earbuds,34.29866666666667
11,"https://en.wikipedia.org/wiki/Bayesian_game|{\displaystyle S_{i}=\{s_{i}\colon T_{i}\rightarrow A_{i}\mid (s_{i}(t_{i}),t_{i})\in C_{i},\forall t_{i}\}.}",Economics,31-40,35,"{\displaystyle S_{i}=\{s_{i}\colon T_{i}\rightarrow A_{i}\mid (s_{i}(t_{i}),t_{i})\in C_{i},\forall t_{i}\}.}",https://en.wikipedia.org/wiki/Bayesian_game,standard,"Capital S subscript i, equals, open curly brace, s subscript i, colon, capital T subscript i, right arrow, capital A subscript i, vertical bar, for all t subscript i, comma, open parenthesis, s subscript i, open parenthesis, t subscript i, close parenthesis, comma, t subscript i, close parenthesis, is in capital C subscript i, close curly brace","<prosody rate=""slow"">Capital S subscript i, equals,<break time=""300ms""/> open curly brace,<break time=""250ms""/> <emphasis>s subscript i</emphasis>, colon,<break time=""200ms""/> capital T subscript i, right arrow, capital A subscript i,<break time=""250ms""/> vertical bar,<break time=""250ms""/> for all t subscript i, comma,<break time=""250ms""/> open parenthesis,<break time=""150ms""/> s subscript i, open parenthesis, t subscript i, close parenthesis,<break time=""150ms""/> comma,<break time=""150ms""/> t subscript i, close parenthesis,<break time=""250ms""/> is in capital C subscript i,<break time=""200ms""/> close curly brace</prosody>",2,5,12,study2_r4,12A,3,"Brackets and grouping (e.g. ""(..)"" or ""{..}"");Mathematical symbols and operators (e.g. ""+"", ""-"", sum or integral);Greek letters",3,4,3,,2026/07/05 4:31:01 PM OESZ,4,4,3,3,2,Male,25-34,Germany,Master's Degree (or comparable university degree),Mathematics;Statistics;Computer Science,"Advanced university mathematics (proofs, abstract algebra, advanced calculus, etc.)",Advanced (C1),Laptop,External speakers,34.29866666666667
11,"https://en.wikipedia.org/wiki/Bayesian_game|{\displaystyle S_{i}=\{s_{i}\colon T_{i}\rightarrow A_{i}\mid (s_{i}(t_{i}),t_{i})\in C_{i},\forall t_{i}\}.}",Economics,31-40,35,"{\displaystyle S_{i}=\{s_{i}\colon T_{i}\rightarrow A_{i}\mid (s_{i}(t_{i}),t_{i})\in C_{i},\forall t_{i}\}.}",https://en.wikipedia.org/wiki/Bayesian_game,standard,"Capital S subscript i, equals, open curly brace, s subscript i, colon, capital T subscript i, right arrow, capital A subscript i, vertical bar, for all t subscript i, comma, open parenthesis, s subscript i, open parenthesis, t subscript i, close parenthesis, comma, t subscript i, close parenthesis, is in capital C subscript i, close curly brace","<prosody rate=""slow"">Capital S subscript i, equals,<break time=""300ms""/> open curly brace,<break time=""250ms""/> <emphasis>s subscript i</emphasis>, colon,<break time=""200ms""/> capital T subscript i, right arrow, capital A subscript i,<break time=""250ms""/> vertical bar,<break time=""250ms""/> for all t subscript i, comma,<break time=""250ms""/> open parenthesis,<break time=""150ms""/> s subscript i, open parenthesis, t subscript i, close parenthesis,<break time=""150ms""/> comma,<break time=""150ms""/> t subscript i, close parenthesis,<break time=""250ms""/> is in capital C subscript i,<break time=""200ms""/> close curly brace</prosody>",2,5,12,study2_r5,12A,3,"Brackets and grouping (e.g. ""(..)"" or ""{..}"");Mathematical symbols and operators (e.g. ""+"", ""-"", sum or integral);Greek letters",3,3,3,,2026/07/14 12:58:15 AM OESZ,4,4,3,3,3,Male,25-34,Germany,Bachelor's Degree (or comparable university degree),Computer Science,"Advanced university mathematics (proofs, abstract algebra, advanced calculus, etc.)",Intermediate (B1-B2),Desktop computer,Headphones,34.29866666666667
37,"https://en.wikipedia.org/wiki/Erlangen_program|{\displaystyle \mathrm {O} (n,1)/\mathrm {C} _{2},\ }",Mathematics,11-20,11,"{\displaystyle \mathrm {O} (n,1)/\mathrm {C} _{2},\ }",https://en.wikipedia.org/wiki/Erlangen_program,extended,"Capital O of, open bracket, n comma one, close bracket, slash, capital C subscript two, where capital O of n comma one denotes the orthogonal group associated with a quadratic form of signature n comma one, and capital C subscript two denotes the cyclic group of order two.","<prosody rate=""medium"">Capital O of,<break time=""250ms""/> open bracket,<break time=""200ms""/> n comma one,<break time=""200ms""/> close bracket,<break time=""300ms""/> slash,<break time=""300ms""/> <emphasis>capital C subscript two</emphasis>,<break time=""350ms""/> where <emphasis>capital O of n comma one</emphasis> denotes the orthogonal group associated with a quadratic form of signature n comma one,<break time=""300ms""/> and <emphasis>capital C subscript two</emphasis> denotes the cyclic group of order two.</prosody>",2,6,14,study2_r1,14B,4,"Brackets and grouping (e.g. ""(..)"" or ""{..}"")",4,3,2,4.0,2026/06/26 7:03:35 PM OESZ,4,5,3,4,3,Male,18-24,Germany,Bachelor's Degree (or comparable university degree),Mathematics;Statistics;Economics,"Undergraduate-level mathematics (calculus, matrices, vectors, statistics)",Advanced (C1),Tablet,Earbuds,19.565666666666665
37,"https://en.wikipedia.org/wiki/Erlangen_program|{\displaystyle \mathrm {O} (n,1)/\mathrm {C} _{2},\ }",Mathematics,11-20,11,"{\displaystyle \mathrm {O} (n,1)/\mathrm {C} _{2},\ }",https://en.wikipedia.org/wiki/Erlangen_program,extended,"Capital O of, open bracket, n comma one, close bracket, slash, capital C subscript two, where capital O of n comma one denotes the orthogonal group associated with a quadratic form of signature n comma one, and capital C subscript two denotes the cyclic group of order two.","<prosody rate=""medium"">Capital O of,<break time=""250ms""/> open bracket,<break time=""200ms""/> n comma one,<break time=""200ms""/> close bracket,<break time=""300ms""/> slash,<break time=""300ms""/> <emphasis>capital C subscript two</emphasis>,<break time=""350ms""/> where <emphasis>capital O of n comma one</emphasis> denotes the orthogonal group associated with a quadratic form of signature n comma one,<break time=""300ms""/> and <emphasis>capital C subscript two</emphasis> denotes the cyclic group of order two.</prosody>",2,6,14,study2_r2,14B,5,Nothing was difficult,4,3,2,3.0,2026/07/01 12:42:36 PM OESZ,3,4,2,3,2,Male,25-34,Germany,Master's Degree (or comparable university degree),Computer Science,"Advanced university mathematics (proofs, abstract algebra, advanced calculus, etc.)",Advanced (C1),Laptop,Headphones,19.565666666666665
37,"https://en.wikipedia.org/wiki/Erlangen_program|{\displaystyle \mathrm {O} (n,1)/\mathrm {C} _{2},\ }",Mathematics,11-20,11,"{\displaystyle \mathrm {O} (n,1)/\mathrm {C} _{2},\ }",https://en.wikipedia.org/wiki/Erlangen_program,extended,"Capital O of, open bracket, n comma one, close bracket, slash, capital C subscript two, where capital O of n comma one denotes the orthogonal group associated with a quadratic form of signature n comma one, and capital C subscript two denotes the cyclic group of order two.","<prosody rate=""medium"">Capital O of,<break time=""250ms""/> open bracket,<break time=""200ms""/> n comma one,<break time=""200ms""/> close bracket,<break time=""300ms""/> slash,<break time=""300ms""/> <emphasis>capital C subscript two</emphasis>,<break time=""350ms""/> where <emphasis>capital O of n comma one</emphasis> denotes the orthogonal group associated with a quadratic form of signature n comma one,<break time=""300ms""/> and <emphasis>capital C subscript two</emphasis> denotes the cyclic group of order two.</prosody>",2,6,14,study2_r3,14B,4,"Brackets and grouping (e.g. ""(..)"" or ""{..}"")",2,3,2,3.0,2026/07/04 3:24:07 PM OESZ,4,5,4,4,2,Male,35-44,Germany,Master's Degree (or comparable university degree),Computer Science,"Advanced university mathematics (proofs, abstract algebra, advanced calculus, etc.)",Advanced (C1),Smartphone,Earbuds,19.565666666666665
37,"https://en.wikipedia.org/wiki/Erlangen_program|{\displaystyle \mathrm {O} (n,1)/\mathrm {C} _{2},\ }",Mathematics,11-20,11,"{\displaystyle \mathrm {O} (n,1)/\mathrm {C} _{2},\ }",https://en.wikipedia.org/wiki/Erlangen_program,extended,"Capital O of, open bracket, n comma one, close bracket, slash, capital C subscript two, where capital O of n comma one denotes the orthogonal group associated with a quadratic form of signature n comma one, and capital C subscript two denotes the cyclic group of order two.","<prosody rate=""medium"">Capital O of,<break time=""250ms""/> open bracket,<break time=""200ms""/> n comma one,<break time=""200ms""/> close bracket,<break time=""300ms""/> slash,<break time=""300ms""/> <emphasis>capital C subscript two</emphasis>,<break time=""350ms""/> where <emphasis>capital O of n comma one</emphasis> denotes the orthogonal group associated with a quadratic form of signature n comma one,<break time=""300ms""/> and <emphasis>capital C subscript two</emphasis> denotes the cyclic group of order two.</prosody>",2,6,14,study2_r4,14B,4,Subscripts and indices,4,4,3,4.0,2026/07/05 4:31:01 PM OESZ,4,4,3,3,2,Male,25-34,Germany,Master's Degree (or comparable university degree),Mathematics;Statistics;Computer Science,"Advanced university mathematics (proofs, abstract algebra, advanced calculus, etc.)",Advanced (C1),Laptop,External speakers,19.565666666666665
37,"https://en.wikipedia.org/wiki/Erlangen_program|{\displaystyle \mathrm {O} (n,1)/\mathrm {C} _{2},\ }",Mathematics,11-20,11,"{\displaystyle \mathrm {O} (n,1)/\mathrm {C} _{2},\ }",https://en.wikipedia.org/wiki/Erlangen_program,extended,"Capital O of, open bracket, n comma one, close bracket, slash, capital C subscript two, where capital O of n comma one denotes the orthogonal group associated with a quadratic form of signature n comma one, and capital C subscript two denotes the cyclic group of order two.","<prosody rate=""medium"">Capital O of,<break time=""250ms""/> open bracket,<break time=""200ms""/> n comma one,<break time=""200ms""/> close bracket,<break time=""300ms""/> slash,<break time=""300ms""/> <emphasis>capital C subscript two</emphasis>,<break time=""350ms""/> where <emphasis>capital O of n comma one</emphasis> denotes the orthogonal group associated with a quadratic form of signature n comma one,<break time=""300ms""/> and <emphasis>capital C subscript two</emphasis> denotes the cyclic group of order two.</prosody>",2,6,14,study2_r5,14B,4,"Brackets and grouping (e.g. ""(..)"" or ""{..}"")",3,4,3,3.0,2026/07/14 12:58:15 AM OESZ,4,4,3,3,3,Male,25-34,Germany,Bachelor's Degree (or comparable university degree),Computer Science,"Advanced university mathematics (proofs, abstract algebra, advanced calculus, etc.)",Intermediate (B1-B2),Desktop computer,Headphones,19.565666666666665
33,https://en.wikipedia.org/wiki/Spot%E2%80%93future_parity|{\displaystyle F=Se^{(r+y-q-u)T}},Economics,11-20,12,{\displaystyle F=Se^{(r+y-q-u)T}},https://en.wikipedia.org/wiki/Spot%E2%80%93future_parity,extended,"Capital F equals, capital S, times e to the power of, open parenthesis, r plus y minus q minus u, close parenthesis, capital T, where capital F and capital S represent the futures and spot prices respectively, r is the continuously compounded interest rate, y is the storage cost, q is the dividend yield, u is the convenience yield, and capital T is the time to delivery.","<prosody rate=""medium"">Capital F equals,<break time=""300ms""/> capital S,<break time=""200ms""/> times <emphasis>e to the power of,</emphasis><break time=""200ms""/> open parenthesis,<break time=""150ms""/> r plus y minus q minus u,<break time=""150ms""/> close parenthesis,<break time=""200ms""/> capital T,<break time=""350ms""/> where capital F and capital S represent the futures and spot prices respectively,<break time=""250ms""/> r is the continuously compounded interest rate,<break time=""200ms""/> y is the storage cost,<break time=""200ms""/> q is the dividend yield,<break time=""200ms""/> u is the convenience yield,<break time=""250ms""/> and capital T is the time to delivery.</prosody>",2,7,10,study2_r1,10B,2,"Brackets and grouping (e.g. ""(..)"" or ""{..}"");Superscripts and exponents",2,2,1,3.0,2026/06/26 7:03:35 PM OESZ,4,5,3,4,3,Male,18-24,Germany,Bachelor's Degree (or comparable university degree),Mathematics;Statistics;Economics,"Undergraduate-level mathematics (calculus, matrices, vectors, statistics)",Advanced (C1),Tablet,Earbuds,26.253
33,https://en.wikipedia.org/wiki/Spot%E2%80%93future_parity|{\displaystyle F=Se^{(r+y-q-u)T}},Economics,11-20,12,{\displaystyle F=Se^{(r+y-q-u)T}},https://en.wikipedia.org/wiki/Spot%E2%80%93future_parity,extended,"Capital F equals, capital S, times e to the power of, open parenthesis, r plus y minus q minus u, close parenthesis, capital T, where capital F and capital S represent the futures and spot prices respectively, r is the continuously compounded interest rate, y is the storage cost, q is the dividend yield, u is the convenience yield, and capital T is the time to delivery.","<prosody rate=""medium"">Capital F equals,<break time=""300ms""/> capital S,<break time=""200ms""/> times <emphasis>e to the power of,</emphasis><break time=""200ms""/> open parenthesis,<break time=""150ms""/> r plus y minus q minus u,<break time=""150ms""/> close parenthesis,<break time=""200ms""/> capital T,<break time=""350ms""/> where capital F and capital S represent the futures and spot prices respectively,<break time=""250ms""/> r is the continuously compounded interest rate,<break time=""200ms""/> y is the storage cost,<break time=""200ms""/> q is the dividend yield,<break time=""200ms""/> u is the convenience yield,<break time=""250ms""/> and capital T is the time to delivery.</prosody>",2,7,10,study2_r2,10B,3,"Brackets and grouping (e.g. ""(..)"" or ""{..}"");Superscripts and exponents",3,3,2,4.0,2026/07/01 12:42:36 PM OESZ,3,4,2,3,2,Male,25-34,Germany,Master's Degree (or comparable university degree),Computer Science,"Advanced university mathematics (proofs, abstract algebra, advanced calculus, etc.)",Advanced (C1),Laptop,Headphones,26.253
